00:23 [AEU | 1: Alliance Communication] Eli Grey transmits, "How's it going?"
16:15 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:15    A slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!
      Sentry Horde Replicator and Enhanced Warrior Alpha's damage level exceeds 25%!

16:15 Sentry Horde Replicator and Enhanced Warrior Alpha aims its RATS defensive laser at Constantine Stone (League Infantryman) and fires!

16:15    The laser beam burns into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 10%!

16:15 You aim your dual gravitic projector at Sentry Horde Replicator and Enhanced Warrior Alpha and fire!

16:15    Miss!
(7 seconds roundtime.)

16:15 Wait 6 seconds.

16:15 Constantine Stone (League Infantryman) regenerates!

16:15 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:15    A slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!
Wait 5 seconds.

16:15 Overseeing Replicating Kinetic Sentinel Beta aims its RATS scattershot at Constantine Stone (League Infantryman) and fires!

16:15    Several solid chunks of metal slam into Constantine Stone (League Infantryman)! Fifteen hits!
      Constantine Stone (League Infantryman)'s damage level exceeds 20%!
Constantine Stone (League Infantryman) aims his railgun at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!
   The high-acceleration bullet impacts Sentry Horde Replicator and Enhanced Warrior Alpha!

16:15 Cadet Katie Celayla (AEU Light Combatant) aims her laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:15    The slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!

16:15 Wait 3 seconds.

16:15 Sentry Horde Replicator and Enhanced Warrior Alpha hurls a RATS grenade at Constantine Stone (League Infantryman)!
   The grenade lands near Constantine Stone (League Infantryman) and explodes!
      Constantine Stone (League Infantryman)'s damage level exceeds 25%!
   You, Constantine Stone (League Infantryman), Cadet Katie Celayla (AEU Light Combatant), and Johnathon Triggs (AISSF Rental Basic Combat Armour) are hit!
   You take 73 damage!
      WARNING: Damage level now exceeds 10%.

16:15 Wait 2 seconds.

16:15 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:15    A slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!

16:15 Wait 1 second.

16:16 Cadet Katie Celayla (AEU Light Combatant) prepares to use Minor Repair!

16:16 You aim your dual gravitic projector at Sentry Horde Replicator and Enhanced Warrior Alpha and fire!

16:16    A bolt of pure force ripples toward Sentry Horde Replicator and Enhanced Warrior Alpha! Two hits!
   You do 67 damage to Sentry Horde Replicator and Enhanced Warrior Alpha!
(7 seconds roundtime.)

16:16 Constantine Stone (League Infantryman) aims his railgun at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:16    The high-acceleration bullet impacts Sentry Horde Replicator and Enhanced Warrior Alpha!

16:16 Overseeing Replicating Kinetic Sentinel Beta aims its RATS kinetic rail at Constantine Stone (League Infantryman) and fires!

16:16    A solid chunk of metal slams into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 40%!

16:16 Wait 3 seconds.

16:16 Wait 2 seconds.

16:16 Johnathon Triggs (AISSF Rental Basic Combat Armour) prepares to use Microrestoration!

16:16 Cadet Katie Celayla (AEU Light Combatant) releases a small group of minidrones.

16:16    Constantine Stone (League Infantryman) is rapidly repaired by a swarm of minidrones!

16:16 Wait 1 second.
Sentry Horde Replicator and Enhanced Warrior Alpha aims its RATS defensive laser at Constantine Stone (League Infantryman) and fires!
   The laser beam burns into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 30%!

16:16 You aim your dual gravitic projector at Sentry Horde Replicator and Enhanced Warrior Alpha and fire!

16:16    Miss!
(7 seconds roundtime.)
Constantine Stone (League Infantryman) aims his railgun at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!
   The high-acceleration bullet impacts Sentry Horde Replicator and Enhanced Warrior Alpha!

16:16 Wait 6 seconds.

16:16 Johnathon Triggs (AISSF Rental Basic Combat Armour) releases a small group of microdrones.

16:16    Constantine Stone (League Infantryman) is rapidly repaired by a swarm of microdrones!

16:16 Wait 4 seconds.
Overseeing Replicating Kinetic Sentinel Beta aims its RATS kinetic rail at Constantine Stone (League Infantryman) and fires!
   A solid chunk of metal slams into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 30%!

16:16 Cadet Katie Celayla (AEU Light Combatant) aims her laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:16    The slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!

16:16 Wait 3 seconds.

16:16 Sentry Horde Replicator and Enhanced Warrior Alpha hurls a RATS grenade at Constantine Stone (League Infantryman)!

16:16    The grenade lands near Constantine Stone (League Infantryman) and explodes!
      Constantine Stone (League Infantryman)'s damage level exceeds 50%!
   You, Constantine Stone (League Infantryman), Cadet Katie Celayla (AEU Light Combatant), and Johnathon Triggs (AISSF Rental Basic Combat Armour) are hit!
      Johnathon Triggs (AISSF Rental Basic Combat Armour)'s damage level exceeds 30%!
   You take 75 damage!
      WARNING: Damage level now exceeds 30%.
      Cadet Katie Celayla (AEU Light Combatant)'s damage level exceeds 25%!

16:16 Constantine Stone (League Infantryman) fires a bright flare high into the air!

16:16 Wait 1 second.

16:16 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:16    A slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!

16:16 Cadet Katie Celayla (AEU Light Combatant) prepares to use Minor Repair!

16:16 You say, "Keep regen up."

16:16 Constantine Stone (League Infantryman) aims his railgun at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:16    The high-acceleration bullet impacts Sentry Horde Replicator and Enhanced Warrior Alpha!
      Sentry Horde Replicator and Enhanced Warrior Alpha's damage level exceeds 50%!

16:16 Overseeing Replicating Kinetic Sentinel Beta aims its RATS scattershot at Constantine Stone (League Infantryman) and fires!

16:16    Several solid chunks of metal slam into Constantine Stone (League Infantryman)! Sixteen hits!

16:16 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:16    A slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!

16:16 You aim your dual gravitic projector at Sentry Horde Replicator and Enhanced Warrior Alpha and fire!
   A bolt of pure force ripples toward Sentry Horde Replicator and Enhanced Warrior Alpha! Two hits!
   You do 92 damage to Sentry Horde Replicator and Enhanced Warrior Alpha!
(7 seconds roundtime.)

16:16 Cadet Katie Celayla (AEU Light Combatant) releases a small group of minidrones.

16:16    Constantine Stone (League Infantryman) is rapidly repaired by a swarm of minidrones!
Sentry Horde Replicator and Enhanced Warrior Alpha hurls a RATS bomb at Constantine Stone (League Infantryman)!
   The bomb lands near Constantine Stone (League Infantryman) and explodes!
      Constantine Stone (League Infantryman)'s damage level exceeds 50%!
   You, Constantine Stone (League Infantryman), Cadet Katie Celayla (AEU Light Combatant), and Johnathon Triggs (AISSF Rental Basic Combat Armour) are hit!
   You take 67 damage!
      WARNING: Damage level now exceeds 40%.
      Cadet Katie Celayla (AEU Light Combatant)'s damage level exceeds 50%!
      Johnathon Triggs (AISSF Rental Basic Combat Armour)'s damage level exceeds 50%!

16:16 Wait 4 seconds.

16:16 Constantine Stone (League Infantryman) aims his railgun at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:16    The high-acceleration bullet impacts Sentry Horde Replicator and Enhanced Warrior Alpha!

16:16 Wait 3 seconds.

16:16 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:16    A slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!

16:16 Overseeing Replicating Kinetic Sentinel Beta aims its RATS kinetic rail at Constantine Stone (League Infantryman) and fires!

16:16    A solid chunk of metal slams into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 65%!

16:16 Wait 1 second.

16:16 You aim your dual gravitic projector at Sentry Horde Replicator and Enhanced Warrior Alpha and fire!

16:16    Miss!
(7 seconds roundtime.)

16:16 Cadet Katie Celayla (AEU Light Combatant) detaches a one-use repair drone.

16:16 Wait 5 seconds.

16:16 Johnathon Triggs (AISSF Rental Basic Combat Armour) prepares to use Microrestoration!

16:16 Constantine Stone (League Infantryman) aims his railgun at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:16    The high-acceleration bullet impacts Sentry Horde Replicator and Enhanced Warrior Alpha!

16:16 Wait 4 seconds.

16:16 Sentry Horde Replicator and Enhanced Warrior Alpha hurls a RATS bomb at Constantine Stone (League Infantryman)!

16:16    The bomb lands near Constantine Stone (League Infantryman) and explodes!
      Constantine Stone (League Infantryman)'s damage level exceeds 75%!
   You, Constantine Stone (League Infantryman), Cadet Katie Celayla (AEU Light Combatant), and Johnathon Triggs (AISSF Rental Basic Combat Armour) are hit!
      Cadet Katie Celayla (AEU Light Combatant)'s damage level exceeds 50%!
      Johnathon Triggs (AISSF Rental Basic Combat Armour)'s damage level exceeds 70%!
      Johnathon Triggs (AISSF Rental Basic Combat Armour)'s ability preparation is interrupted!

16:16 Wait 2 seconds.

16:16 Overseeing Replicating Kinetic Sentinel Beta aims its RATS kinetic rail at Constantine Stone (League Infantryman) and fires!

16:16    A solid chunk of metal slams into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 80%!

16:16 You aim your dual gravitic projector at Sentry Horde Replicator and Enhanced Warrior Alpha and fire!

16:16    A bolt of pure force ripples toward Sentry Horde Replicator and Enhanced Warrior Alpha! One hit!
   You do 32 damage to Sentry Horde Replicator and Enhanced Warrior Alpha! Grazing hit.
      Sentry Horde Replicator and Enhanced Warrior Alpha's damage level exceeds 75%!
(7 seconds roundtime.)

16:16 Wait 6 seconds.

16:16 Wait 4 seconds.

16:16 Cadet Katie Celayla (AEU Light Combatant) prepares to use Minor Repair!

16:16 Wait 3 seconds.

16:16 Constantine Stone (League Infantryman) aims his railgun at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!
   The high-acceleration bullet impacts Sentry Horde Replicator and Enhanced Warrior Alpha!

16:16 Johnathon Triggs (AISSF Rental Basic Combat Armour) prepares to use Microrestoration!

16:16 Wait 2 seconds.

16:16 Sentry Horde Replicator and Enhanced Warrior Alpha aims its RATS powered mining laser at Constantine Stone (League Infantryman) and fires!
   The slim laser beam burns into Constantine Stone (League Infantryman)!

16:16 Overseeing Replicating Kinetic Sentinel Beta aims its RATS kinetic rail at Constantine Stone (League Infantryman) and fires!

16:16    A solid chunk of metal slams into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 85%!
You aim your dual gravitic projector at Sentry Horde Replicator and Enhanced Warrior Alpha and fire!
   A bolt of pure force ripples toward Sentry Horde Replicator and Enhanced Warrior Alpha! Two hits!
   You do 101 damage to Sentry Horde Replicator and Enhanced Warrior Alpha! Critical hit!
      Sentry Horde Replicator and Enhanced Warrior Alpha's damage level exceeds 90%!
(7 seconds roundtime.)

16:16 Cadet Katie Celayla (AEU Light Combatant) releases a small group of minidrones.

16:16    Constantine Stone (League Infantryman) is rapidly repaired by a swarm of minidrones!

16:16 Johnathon Triggs (AISSF Rental Basic Combat Armour) releases a small group of microdrones.
   Johnathon Triggs (AISSF Rental Basic Combat Armour) is rapidly repaired by a swarm of microdrones!

16:16 Sentry Horde Replicator and Enhanced Warrior Alpha aims its RATS powered mining laser at Constantine Stone (League Infantryman) and fires!

16:16    The slim laser beam burns into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 75%!
Constantine Stone (League Infantryman) detaches a one-use repair drone.

16:16 Wait 3 seconds.

16:16 You aim your dual gravitic projector at Sentry Horde Replicator and Enhanced Warrior Alpha and fire!

16:16    A bolt of pure force ripples toward Sentry Horde Replicator and Enhanced Warrior Alpha! Two hits!
   You do 73 damage to Sentry Horde Replicator and Enhanced Warrior Alpha!
(7 seconds roundtime.)

16:16 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:16    A slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!

16:16 Sentry Horde Replicator and Enhanced Warrior Alpha aims its RATS powered mining laser at Constantine Stone (League Infantryman) and fires!

16:16    The slim laser beam burns into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 75%!
Overseeing Replicating Kinetic Sentinel Beta aims its RATS scattershot at Constantine Stone (League Infantryman) and fires!
